ID_CHAMADA,CLASSIFICACAO,CLASSIFICACAO_DETALHE,COUNT_COMPORTAMENTO
393,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
393,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
393,PROPOSTA,PRAZO PARA PAGAMENTO,1
393,SONDAGEM,AVALIACAO FINANCEIRA,7
394,SONDAGEM,MOTIVO DO ATRASO,6
395,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
395,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
395,PROPOSTA,DESCONTO A VISTA,2
395,PROPOSTA,DESCONTO PARCELADO,1
395,SONDAGEM,MOTIVO DO ATRASO,7
396,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
396,ARGUMENTAÇÃO,NEGATIVAÇÃO,4
396,CHAMADA COM ACORDO,CHAMADA COM ACORDO,5
396,PROPOSTA,ENTRADA,4
396,PROPOSTA,PRAZO PARA PAGAMENTO,3
396,SONDAGEM,MOTIVO DO ATRASO,5
397,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
397,SONDAGEM,AVALIACAO FINANCEIRA,2
398,SONDAGEM,MOTIVO DO ATRASO,8
399,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
399,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
399,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
399,PROPOSTA,PRAZO PARA PAGAMENTO,1
399,SONDAGEM,AVALIACAO FINANCEIRA,2
399,SONDAGEM,MOTIVO DO ATRASO,5
400,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
400,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
400,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
400,PROPOSTA,PRAZO PARA PAGAMENTO,6
400,SONDAGEM,AVALIACAO FINANCEIRA,3
400,SONDAGEM,MOTIVO DO ATRASO,8
401,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
401,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
401,PROPOSTA,DESCONTO A VISTA,5
401,PROPOSTA,PRAZO PARA PAGAMENTO,2
401,SONDAGEM,MOTIVO DO ATRASO,8
402,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
402,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
402,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
402,PROPOSTA,PRAZO PARA PAGAMENTO,1
403,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
403,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
403,PROPOSTA,DESCONTO A VISTA,3
403,PROPOSTA,PRAZO PARA PAGAMENTO,3
403,SONDAGEM,MOTIVO DO ATRASO,1
404,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
404,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
404,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
404,PROPOSTA,PRAZO PARA PAGAMENTO,5
404,SONDAGEM,MOTIVO DO ATRASO,3
405,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,6
405,PROPOSTA,PRAZO PARA PAGAMENTO,2
405,SONDAGEM,AVALIACAO FINANCEIRA,1
405,SONDAGEM,MOTIVO DO ATRASO,9
406,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
406,CHAMADA COM ACORDO,CHAMADA COM ACORDO,7
406,PROPOSTA,PRAZO PARA PAGAMENTO,1
406,SONDAGEM,AVALIACAO FINANCEIRA,1
406,SONDAGEM,MOTIVO DO ATRASO,1
407,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
407,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
407,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
407,PROPOSTA,DESCONTO A VISTA,2
407,PROPOSTA,PRAZO PARA PAGAMENTO,4
407,SONDAGEM,AVALIACAO FINANCEIRA,3
407,SONDAGEM,MOTIVO DO ATRASO,4
408,SONDAGEM,AVALIACAO FINANCEIRA,1
408,SONDAGEM,MOTIVO DO ATRASO,7
409,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
409,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
409,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
409,PROPOSTA,PRAZO PARA PAGAMENTO,4
409,SONDAGEM,AVALIACAO FINANCEIRA,1
409,SONDAGEM,MOTIVO DO ATRASO,4
410,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
410,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
410,PROPOSTA,PRAZO PARA PAGAMENTO,6
410,SONDAGEM,MOTIVO DO ATRASO,5
411,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
411,PROPOSTA,DESCONTO A VISTA,4
411,PROPOSTA,DESCONTO PARCELADO,1
411,PROPOSTA,ENTRADA,2
411,PROPOSTA,PRAZO PARA PAGAMENTO,5
411,PROPOSTA,TAXAS  E JUROS,1
412,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
412,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
412,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
412,SONDAGEM,AVALIACAO FINANCEIRA,4
412,SONDAGEM,MOTIVO DO ATRASO,2
413,SONDAGEM,MOTIVO DO ATRASO,1
414,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
414,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
414,PROPOSTA,PRAZO PARA PAGAMENTO,2
414,SONDAGEM,AVALIACAO FINANCEIRA,5
414,SONDAGEM,MOTIVO DO ATRASO,2
415,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
415,PROPOSTA,DESCONTO A VISTA,4
415,PROPOSTA,PRAZO PARA PAGAMENTO,1
415,SONDAGEM,AVALIACAO FINANCEIRA,2
416,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
416,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
416,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
416,SONDAGEM,MOTIVO DO ATRASO,6
417,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
417,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
417,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
417,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
417,PROPOSTA,ENTRADA,2
417,SONDAGEM,AVALIACAO FINANCEIRA,1
418,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,8
418,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
418,SONDAGEM,MOTIVO DO ATRASO,3
419,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
419,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
419,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
419,PROPOSTA,PRAZO PARA PAGAMENTO,3
419,SONDAGEM,MOTIVO DO ATRASO,1
420,SONDAGEM,MOTIVO DO ATRASO,4
421,PROPOSTA,DESCONTO A VISTA,1
421,PROPOSTA,DESCONTO PARCELADO,1
422,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
422,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
422,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
422,CHAMADA COM ACORDO,CHAMADA COM ACORDO,15
422,PROPOSTA,PRAZO PARA PAGAMENTO,4
422,SONDAGEM,AVALIACAO FINANCEIRA,1
422,SONDAGEM,MOTIVO DO ATRASO,12
423,SONDAGEM,AVALIACAO FINANCEIRA,1
423,SONDAGEM,MOTIVO DO ATRASO,6
424,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
424,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
424,CHAMADA COM ACORDO,CHAMADA COM ACORDO,8
424,PROPOSTA,PRAZO PARA PAGAMENTO,4
424,SONDAGEM,AVALIACAO FINANCEIRA,3
424,SONDAGEM,MOTIVO DO ATRASO,4
425,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
425,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
425,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
425,PROPOSTA,PRAZO PARA PAGAMENTO,1
425,SONDAGEM,AVALIACAO FINANCEIRA,6
425,SONDAGEM,MOTIVO DO ATRASO,2
426,SONDAGEM,MOTIVO DO ATRASO,6
427,PROPOSTA,PRAZO PARA PAGAMENTO,1
428,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
428,PROPOSTA,DESCONTO A VISTA,2
428,PROPOSTA,PRAZO PARA PAGAMENTO,2
428,SONDAGEM,MOTIVO DO ATRASO,2
429,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
429,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
429,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
429,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
429,PROPOSTA,PRAZO PARA PAGAMENTO,1
429,SONDAGEM,AVALIACAO FINANCEIRA,1
429,SONDAGEM,MOTIVO DO ATRASO,2
430,PROPOSTA,PRAZO PARA PAGAMENTO,3
430,SONDAGEM,AVALIACAO FINANCEIRA,1
430,SONDAGEM,MOTIVO DO ATRASO,4
431,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
431,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
431,PROPOSTA,PRAZO PARA PAGAMENTO,3
431,SONDAGEM,AVALIACAO FINANCEIRA,1
431,SONDAGEM,MOTIVO DO ATRASO,6
432,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
432,ARGUMENTAÇÃO,NEGATIVAÇÃO,7
432,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
432,PROPOSTA,DESCONTO A VISTA,3
432,PROPOSTA,PRAZO PARA PAGAMENTO,2
432,SONDAGEM,AVALIACAO FINANCEIRA,2
432,SONDAGEM,MOTIVO DO ATRASO,5
433,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
433,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,6
433,PROPOSTA,DESCONTO A VISTA,2
433,PROPOSTA,PRAZO PARA PAGAMENTO,1
433,SONDAGEM,AVALIACAO FINANCEIRA,3
433,SONDAGEM,MOTIVO DO ATRASO,5
434,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
434,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
434,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
434,PROPOSTA,DESCONTO A VISTA,4
434,PROPOSTA,PRAZO PARA PAGAMENTO,2
434,SONDAGEM,MOTIVO DO ATRASO,4
435,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
435,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
435,PROPOSTA,PRAZO PARA PAGAMENTO,1
435,SONDAGEM,AVALIACAO FINANCEIRA,3
435,SONDAGEM,MOTIVO DO ATRASO,6
436,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
436,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,7
436,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
436,PROPOSTA,PRAZO PARA PAGAMENTO,1
436,SONDAGEM,AVALIACAO FINANCEIRA,4
436,SONDAGEM,MOTIVO DO ATRASO,6
437,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
437,PROPOSTA,ENTRADA,2
437,PROPOSTA,PRAZO PARA PAGAMENTO,10
437,SONDAGEM,AVALIACAO FINANCEIRA,3
437,SONDAGEM,MOTIVO DO ATRASO,2
438,SONDAGEM,AVALIACAO FINANCEIRA,12
439,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
440,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
440,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
440,ARGUMENTAÇÃO,NEGATIVAÇÃO,4
440,CHAMADA COM ACORDO,CHAMADA COM ACORDO,5
440,PROPOSTA,DESCONTO A VISTA,1
440,PROPOSTA,DESCONTO PARCELADO,2
440,PROPOSTA,ENTRADA,1
440,PROPOSTA,PRAZO PARA PAGAMENTO,5
440,SONDAGEM,MOTIVO DO ATRASO,5
441,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
441,ARGUMENTAÇÃO,NEGATIVAÇÃO,8
441,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
441,PROPOSTA,DESCONTO A VISTA,2
441,PROPOSTA,PRAZO PARA PAGAMENTO,1
441,SONDAGEM,AVALIACAO FINANCEIRA,3
441,SONDAGEM,MOTIVO DO ATRASO,5
442,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
442,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,5
442,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
442,PROPOSTA,PRAZO PARA PAGAMENTO,1
442,SONDAGEM,MOTIVO DO ATRASO,7
443,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
443,ARGUMENTAÇÃO,NEGATIVAÇÃO,9
443,CHAMADA COM ACORDO,CHAMADA COM ACORDO,8
443,PROPOSTA,DESCONTO A VISTA,6
443,PROPOSTA,PRAZO PARA PAGAMENTO,3
443,SONDAGEM,AVALIACAO FINANCEIRA,2
443,SONDAGEM,MOTIVO DO ATRASO,11
444,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
444,PROPOSTA,DESCONTO A VISTA,2
444,PROPOSTA,PRAZO PARA PAGAMENTO,3
444,SONDAGEM,AVALIACAO FINANCEIRA,4
444,SONDAGEM,MOTIVO DO ATRASO,5
445,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
445,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
445,PROPOSTA,PRAZO PARA PAGAMENTO,1
445,SONDAGEM,MOTIVO DO ATRASO,5
446,SONDAGEM,AVALIACAO FINANCEIRA,2
446,SONDAGEM,MOTIVO DO ATRASO,3
447,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
447,PROPOSTA,PRAZO PARA PAGAMENTO,1
447,SONDAGEM,MOTIVO DO ATRASO,9
448,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
448,SONDAGEM,MOTIVO DO ATRASO,16
449,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
449,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
449,ARGUMENTAÇÃO,NEGATIVAÇÃO,4
449,CHAMADA COM ACORDO,CHAMADA COM ACORDO,4
449,PROPOSTA,PRAZO PARA PAGAMENTO,5
449,SONDAGEM,MOTIVO DO ATRASO,4
450,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
450,ARGUMENTAÇÃO,NEGATIVAÇÃO,11
450,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
450,PROPOSTA,DESCONTO A VISTA,3
450,PROPOSTA,DESCONTO PARCELADO,1
450,SONDAGEM,AVALIACAO FINANCEIRA,4
450,SONDAGEM,MOTIVO DO ATRASO,5
451,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
451,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
451,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
451,PROPOSTA,PRAZO PARA PAGAMENTO,2
451,SONDAGEM,MOTIVO DO ATRASO,3
452,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
452,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
452,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
452,PROPOSTA,DESCONTO A VISTA,1
452,PROPOSTA,PRAZO PARA PAGAMENTO,4
452,SONDAGEM,MOTIVO DO ATRASO,4
453,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
453,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
453,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
453,PROPOSTA,PRAZO PARA PAGAMENTO,2
453,SONDAGEM,AVALIACAO FINANCEIRA,2
454,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
454,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,6
454,PROPOSTA,PRAZO PARA PAGAMENTO,3
454,SONDAGEM,MOTIVO DO ATRASO,6
455,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
455,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
455,PROPOSTA,PRAZO PARA PAGAMENTO,1
455,SONDAGEM,AVALIACAO FINANCEIRA,1
456,PROPOSTA,PRAZO PARA PAGAMENTO,4
456,SONDAGEM,AVALIACAO FINANCEIRA,4
456,SONDAGEM,MOTIVO DO ATRASO,4
457,SONDAGEM,AVALIACAO FINANCEIRA,3
457,SONDAGEM,MOTIVO DO ATRASO,1
458,SONDAGEM,MOTIVO DO ATRASO,4
459,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
459,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
459,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
459,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
459,PROPOSTA,DESCONTO A VISTA,1
459,PROPOSTA,PRAZO PARA PAGAMENTO,4
459,SONDAGEM,MOTIVO DO ATRASO,3
460,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
460,PROPOSTA,DESCONTO A VISTA,1
460,PROPOSTA,PRAZO PARA PAGAMENTO,3
460,SONDAGEM,AVALIACAO FINANCEIRA,5
460,SONDAGEM,MOTIVO DO ATRASO,19
461,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
461,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
461,PROPOSTA,PRAZO PARA PAGAMENTO,1
461,SONDAGEM,MOTIVO DO ATRASO,9
462,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
462,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
462,PROPOSTA,PRAZO PARA PAGAMENTO,1
462,SONDAGEM,MOTIVO DO ATRASO,2
463,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
463,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
463,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
463,SONDAGEM,MOTIVO DO ATRASO,2
464,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
464,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
464,CHAMADA COM ACORDO,CHAMADA COM ACORDO,5
464,PROPOSTA,DESCONTO A VISTA,4
464,PROPOSTA,PRAZO PARA PAGAMENTO,3
464,SONDAGEM,AVALIACAO FINANCEIRA,2
464,SONDAGEM,MOTIVO DO ATRASO,4
465,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
465,PROPOSTA,DESCONTO A VISTA,2
465,PROPOSTA,PRAZO PARA PAGAMENTO,2
465,SONDAGEM,AVALIACAO FINANCEIRA,3
465,SONDAGEM,MOTIVO DO ATRASO,7
466,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
466,SONDAGEM,AVALIACAO FINANCEIRA,4
466,SONDAGEM,MOTIVO DO ATRASO,8
467,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
467,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
467,PROPOSTA,PRAZO PARA PAGAMENTO,2
467,SONDAGEM,MOTIVO DO ATRASO,4
468,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
468,PROPOSTA,PRAZO PARA PAGAMENTO,1
468,SONDAGEM,AVALIACAO FINANCEIRA,5
468,SONDAGEM,MOTIVO DO ATRASO,8
469,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
469,ARGUMENTAÇÃO,NEGATIVAÇÃO,9
469,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
469,PROPOSTA,DESCONTO A VISTA,7
469,PROPOSTA,PRAZO PARA PAGAMENTO,9
469,SONDAGEM,AVALIACAO FINANCEIRA,8
469,SONDAGEM,MOTIVO DO ATRASO,9
470,SONDAGEM,MOTIVO DO ATRASO,1
471,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
471,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
471,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
471,PROPOSTA,DESCONTO A VISTA,1
471,PROPOSTA,PRAZO PARA PAGAMENTO,2
471,SONDAGEM,MOTIVO DO ATRASO,3
472,SONDAGEM,MOTIVO DO ATRASO,4
473,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
473,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
473,CHAMADA COM ACORDO,CHAMADA COM ACORDO,4
473,PROPOSTA,DESCONTO A VISTA,1
473,PROPOSTA,PRAZO PARA PAGAMENTO,2
473,SONDAGEM,AVALIACAO FINANCEIRA,2
473,SONDAGEM,MOTIVO DO ATRASO,4
474,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
474,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
474,CHAMADA COM ACORDO,CHAMADA COM ACORDO,7
474,PROPOSTA,PRAZO PARA PAGAMENTO,1
474,SONDAGEM,MOTIVO DO ATRASO,3
475,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,5
475,CHAMADA COM ACORDO,CHAMADA COM ACORDO,14
475,PROPOSTA,PRAZO PARA PAGAMENTO,3
475,SONDAGEM,AVALIACAO FINANCEIRA,3
475,SONDAGEM,MOTIVO DO ATRASO,6
476,SONDAGEM,MOTIVO DO ATRASO,1
477,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
477,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
477,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
477,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
477,PROPOSTA,DESCONTO A VISTA,1
477,PROPOSTA,PRAZO PARA PAGAMENTO,1
477,SONDAGEM,AVALIACAO FINANCEIRA,6
477,SONDAGEM,MOTIVO DO ATRASO,3
478,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
478,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,6
478,CHAMADA COM ACORDO,CHAMADA COM ACORDO,5
478,PROPOSTA,DESCONTO A VISTA,2
478,PROPOSTA,PRAZO PARA PAGAMENTO,8
478,SONDAGEM,AVALIACAO FINANCEIRA,11
478,SONDAGEM,MOTIVO DO ATRASO,9
479,PROPOSTA,DESCONTO A VISTA,3
479,PROPOSTA,DESCONTO PARCELADO,1
479,PROPOSTA,PRAZO PARA PAGAMENTO,1
479,SONDAGEM,AVALIACAO FINANCEIRA,2
479,SONDAGEM,MOTIVO DO ATRASO,2
480,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
480,ARGUMENTAÇÃO,NEGATIVAÇÃO,5
480,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
480,PROPOSTA,DESCONTO A VISTA,10
480,PROPOSTA,DESCONTO PARCELADO,2
480,PROPOSTA,PRAZO PARA PAGAMENTO,6
480,SONDAGEM,AVALIACAO FINANCEIRA,7
480,SONDAGEM,MOTIVO DO ATRASO,4
481,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
482,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
482,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
482,CHAMADA COM ACORDO,CHAMADA COM ACORDO,4
482,PROPOSTA,PRAZO PARA PAGAMENTO,2
482,SONDAGEM,AVALIACAO FINANCEIRA,9
483,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
483,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
483,PROPOSTA,DESCONTO A VISTA,6
483,PROPOSTA,PRAZO PARA PAGAMENTO,2
483,SONDAGEM,AVALIACAO FINANCEIRA,3
483,SONDAGEM,MOTIVO DO ATRASO,1
484,CHAMADA COM ACORDO,CHAMADA COM ACORDO,4
484,PROPOSTA,DESCONTO A VISTA,1
484,PROPOSTA,PRAZO PARA PAGAMENTO,4
484,SONDAGEM,AVALIACAO FINANCEIRA,7
484,SONDAGEM,MOTIVO DO ATRASO,6
485,SONDAGEM,MOTIVO DO ATRASO,2
486,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
486,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
486,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
486,PROPOSTA,PRAZO PARA PAGAMENTO,5
486,SONDAGEM,AVALIACAO FINANCEIRA,2
486,SONDAGEM,MOTIVO DO ATRASO,6
487,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
487,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,5
487,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
487,PROPOSTA,PRAZO PARA PAGAMENTO,1
487,PROPOSTA,TAXAS  E JUROS,1
487,SONDAGEM,AVALIACAO FINANCEIRA,2
487,SONDAGEM,MOTIVO DO ATRASO,2
488,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
488,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
488,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
488,PROPOSTA,DESCONTO A VISTA,14
488,PROPOSTA,PRAZO PARA PAGAMENTO,7
488,SONDAGEM,MOTIVO DO ATRASO,8
489,SONDAGEM,MOTIVO DO ATRASO,1
490,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
490,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
490,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
490,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
490,PROPOSTA,PRAZO PARA PAGAMENTO,1
490,SONDAGEM,AVALIACAO FINANCEIRA,3
491,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
491,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
491,SONDAGEM,AVALIACAO FINANCEIRA,1
491,SONDAGEM,MOTIVO DO ATRASO,11
492,PROPOSTA,PRAZO PARA PAGAMENTO,1
492,SONDAGEM,AVALIACAO FINANCEIRA,3
493,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
493,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
493,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
493,PROPOSTA,PRAZO PARA PAGAMENTO,4
493,SONDAGEM,AVALIACAO FINANCEIRA,1
493,SONDAGEM,MOTIVO DO ATRASO,4
494,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
494,ARGUMENTAÇÃO,NEGATIVAÇÃO,11
494,PROPOSTA,DESCONTO A VISTA,7
494,PROPOSTA,ENTRADA,1
494,PROPOSTA,PRAZO PARA PAGAMENTO,6
494,SONDAGEM,AVALIACAO FINANCEIRA,3
494,SONDAGEM,MOTIVO DO ATRASO,6
495,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
495,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
495,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
495,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
495,PROPOSTA,DESCONTO A VISTA,1
495,PROPOSTA,PRAZO PARA PAGAMENTO,3
495,SONDAGEM,AVALIACAO FINANCEIRA,3
495,SONDAGEM,MOTIVO DO ATRASO,2
496,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
496,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
496,PROPOSTA,DESCONTO A VISTA,1
496,PROPOSTA,DESCONTO PARCELADO,1
496,PROPOSTA,ENTRADA,1
496,PROPOSTA,PRAZO PARA PAGAMENTO,1
496,SONDAGEM,AVALIACAO FINANCEIRA,1
497,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
497,ARGUMENTAÇÃO,NEGATIVAÇÃO,6
